 runEkinEpotEtot
           1   1.6408662264850573E-002   20975.783685000009        20975.800093662274     
           2  0.14767765232091634        20975.652415907280        20975.800093559599     
           3  0.41021398943606013        20975.389879364753        20975.800093354188     
           4  0.80401438763686928        20974.996078658514        20975.800093046149     
           5   1.3290739180146354        20974.471018717402        20975.800092635418     
           6   1.9853860087870452        20973.814706113233        20975.800092122019     
           7   2.7729424453804401        20973.027149060523        20975.800091505902     
           8   3.6917333705326150        20972.108357416666        20975.800090787197     
           9   4.7417472844162232        20971.058342681372        20975.800089965789     
          10   5.9229710447826855        20969.877117996974        20975.800089041757     
          11   7.2353898671266839        20968.564698147973        20975.800088015101     
          12   8.6789873248712155        20967.121099560951        20975.800086885822     
          13   10.253745349573226        20965.546340304350        20975.800085653922     
          14   11.959644231149658        20963.840440088319        20975.800084319468     
          15   13.796662618124291        20962.003420264289        20975.800082882415     
          16   15.764777517894855        20960.035303824949        20975.800081342844     
          17   17.863964297020864        20957.936115403681        20975.800079700701     
          18   20.094196681531919        20955.705881274545        20975.800077956079     
          19   22.455446757256674        20953.344629351664        20975.800076108921     
          20   24.947684970172006        20950.852389189160        20975.800074159331     
          21   27.570880126773037        20948.229191980543        20975.800072107315     
          22   30.324999394463628        20945.475070558379        20975.800069952842     
          23   33.210008301967129        20942.590059393999        20975.800067695967     
          24   36.225870739758136        20939.574194597008        20975.800065336767     
          25   39.372548960514074        20936.427513914739        20975.800062875252     
          26   42.650003579587903        20933.150056731800        20975.800060311387     
          27   46.058193575501036        20929.741864069776        20975.800057645276     
          28   49.597076290456783        20926.202978586465        20975.800054876923     
          29   53.266607430874046        20922.533444575471        20975.800052006343     
          30   57.066741067941962        20918.733307965711        20975.800049033653     
          31   60.997429638194710        20914.802616320576        20975.800045958771     
          32   65.058623944107254        20910.741418837719        20975.800042781826     
          33   69.250273154709660        20906.549766348126        20975.800039502836     
          34   73.572324806225097        20902.227711315616        20975.800036121840     
          35   78.024724802725544        20897.775307836167        20975.800032638894     
          36   82.607417416808701        20893.192611637205        20975.800029054015     
          37   87.320345290296302        20888.479680076922        20975.800025367218     
          38   92.163449434951318        20883.636572143692        20975.800021578645     
          39   97.136669233216423        20878.663348455004        20975.800017688220     
          40   102.23994243897276        20873.560071257132        20975.800013696105     
          41   107.47320517831893        20868.326804423985        20975.800009602302     
          42   112.83639195037124        20862.963613456486        20975.800005406858     
          43   118.32943562808164        20857.470565481744        20975.800001109827     
          44   123.95226745908039        20851.847729252197        20975.799996711277     
          45   129.70481706653439        20846.095175144674        20975.799992211207     
          46   135.58701245002950        20840.212975159742        20975.799987609771     
          47   141.59877998647053        20834.201202920507        20975.799982906978     
          48   147.74004443100401        20828.059933671833        20975.799978102837     
          49   154.01072891795897        20821.789244279556        20975.799973197514     
          50   160.41075496180954        20815.389213229209        20975.799968191019     
          51   166.94004245815725        20808.859920625138        20975.799963083296     
          52   173.59850968473251        20802.201448189862        20975.799957874595     
          53   180.38607330242013        20795.413879262487        20975.799952564907     
          54   187.30264835629939        20788.497298798025        20975.799947154326     
          55   194.34814827670934        20781.451793366163        20975.799941642872     
          56   201.52248488033149        20774.277451150261        20975.799936030591     
          57   208.82556837129405        20766.974361946366        20975.799930317658     
          58   216.25730734229447        20759.542617161744        20975.799924504037     
          59   223.81760877574675        20751.982309814095        20975.799918589841     
          60   231.50637804494104        20744.293534530236        20975.799912575178     
          61   239.32351891523180        20736.476387544844        20975.799906460077     
          62   247.26893354524185        20728.530966699414        20975.799900244656     
          63   255.34252248808411        20720.457371440840        20975.799893928925     
          64   263.54418469260941        20712.255702820428        20975.799887513036     
          65   271.87381750466949        20703.926063492352        20975.799880997023     
          66   280.33131666840330        20695.468557712597        20975.799874380999     
          67   288.91657632754209        20686.883291337515        20975.799867665057     
          68   297.62948902673008        20678.170371822460        20975.799860849191     
          69   306.46994571287615        20669.329908220701        20975.799853933579     
          70   315.43783573651370        20660.362011181813        20975.799846918326     
          71   324.53304685318676        20651.266792950253        20975.799839803440     
          72   333.75546522485655        20642.044367364204        20975.799832589062     
          73   343.10497542132327        20632.694849853917        20975.799825275240     
          74   352.58146042167465        20623.218357440383        20975.799817862058     
          75   362.18480161574729        20613.615008733927        20975.799810349672     
          76   371.91487880561294        20603.884923932539        20975.799802738151     
          77   381.77157020708239        20594.028224820537        20975.799795027619     
          78   391.75475245123016        20584.045034766848        20975.799787218079     
          79   401.86430058593771        20573.935478723753        20975.799779309691     
          80   412.10008807745879        20563.699683225139        20975.799771302598     
          81   422.46198681200121        20553.337776384808        20975.799763196810     
          82   432.94986709733263        20542.849887895154        20975.799754992488     
          83   443.56359766440227        20532.236149025288        20975.799746689689     
          84   454.30304566898462        20521.496692619570        20975.799738288555     
          85   465.16807669334094        20510.631653095879        20975.799729789222     
          86   476.15855474790459        20499.641166443795        20975.799721191699     
          87   487.27434227297687        20488.525370223208        20975.799712496184     
          88   498.51530014045909        20477.284403562269        20975.799703702727     
          89   509.88128765558218        20465.918407155899        20975.799694811481     
          90   521.37216255867588        20454.427523263894        20975.799685822571     
          91   532.98778102695121        20442.811895709128        20975.799676736078     
          92   544.72799767628521        20431.071669875764        20975.799667552048     
          93   556.59266556306136        20419.206992707648        20975.799658270709     
          94   568.58163618599497        20407.218012706144        20975.799648892138     
          95   580.69475948799459        20395.104879928414        20975.799639416407     
          96   592.93188385804490        20382.867745985699        20975.799629843743     
          97   605.29285613309912        20370.506764041020        20975.799620174119     
          98   617.77752159999648        20358.022088807764        20975.799610407761     
          99   630.38572399740190        20345.413876547427        20975.799600544829     
